accident_index;accident_year;accident_reference;location_easting_osgr;location_northing_osgr;X;Y;police_force;accident_severity;number_of_vehicles;number_of_casualties;date;day_of_week;time;local_authority_district;local_authority_ons_district;local_authority_highway;first_road_class;first_road_number;road_type;speed_limit;junction_detail;junction_control;second_road_class;second_road_number;pedestrian_crossing_human_control;pedestrian_crossing_physical_facilities;light_conditions;weather_conditions;road_surface_conditions;special_conditions_at_site;carriageway_hazards;urban_or_rural_area;did_police_officer_attend_scene_of_accident;trunk_road_flag;lsoa_of_accident_location;tranche_horaire;week_number
2.02E+12;2020;10230368;535847;194402;-0.038574;51.632036;1;3;1;1;01/01/2020;4;00:35:00;32;E09000010;E09000010;3;1055;2;40;99;1;6;0;9;9;1;9;2;9;0;1;3;2;E01001483;0;1
2.02E+12;2020;10228032;526375;174240;-0.182588;51.453048;1;2;3;1;01/01/2020;4;01:10:00;10;E09000032;E09000032;6;0;6;20;0;-1;0;-1;0;0;4;1;2;0;0;1;1;2;E01004620;0;1
2.02E+12;2020;10228145;532411;167385;-0.098327;51.390066;1;3;2;1;01/01/2020;4;01:10:00;20;E09000008;E09000008;6;0;7;20;99;9;6;0;0;0;4;1;1;0;0;1;3;2;E01001115;0;1
2.02E+12;2020;10228005;526432;182761;-0.178719;51.529614;1;3;1;1;01/01/2020;4;01:25:00;1;E09000033;E09000033;5;0;6;30;3;1;6;0;0;0;4;1;2;0;0;1;1;2;E01004726;0;1
2.02E+12;2020;10228012;537193;177105;-0.02588;51.476278;1;3;1;1;01/01/2020;4;01:30:00;7;E09000023;E09000023;3;2209;2;20;3;4;6;0;0;0;4;1;1;0;0;1;1;2;E01003304;0;1
2.02E+12;2020;10228037;529918;163201;-0.135664;51.35304;1;3;1;1;01/01/2020;4;01:45:00;21;E09000029;E09000029;5;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;2;E01004089;0;1
2.02E+12;2020;10228006;538676;184371;-0.001683;51.54121;1;2;1;1;01/01/2020;4;01:50:00;17;E09000025;E09000025;3;11;6;30;0;-1;0;-1;0;4;4;1;1;0;0;1;1;2;E01003617;0;1
2.02E+12;2020;10230613;518048;168373;-0.304327;51.402112;1;3;1;3;01/01/2020;4;02:20:00;23;E09000021;E09000021;3;240;9;30;0;-1;0;-1;9;9;7;9;9;9;9;1;3;2;E01002965;1;1
2.02E+12;2020;10228011;529324;181286;-0.137592;51.515704;1;3;1;2;01/01/2020;4;02:25:00;1;E09000033;E09000033;3;40;6;30;3;4;5;0;0;0;4;1;1;0;0;1;1;2;E01004763;1;1
2.02E+12;2020;10228017;536115;182297;-0.03939;51.523195;1;2;2;1;01/01/2020;4;03:00:00;5;E09000030;E09000030;3;11;3;30;9;4;6;0;0;0;4;8;2;0;0;1;1;2;E01004261;1;1
2.02E+12;2020;10931381;533681;180745;-0.075042;51.509829;1;3;2;1;01/01/2020;4;03:00:00;-1;E09000030;E09000030;3;100;3;30;6;2;3;100;0;5;4;1;1;0;0;1;2;2;E01004293;1;1
2.02E+12;2020;10228020;529718;192342;-0.12784;51.614971;1;3;2;1;01/01/2020;4;03:25:00;32;E09000010;E09000010;3;406;3;30;6;2;3;406;0;5;4;1;1;0;0;1;1;2;E01001530;1;1
2.02E+12;2020;10228024;534377;197476;-0.05862;51.660013;1;2;3;4;01/01/2020;4;03:40:00;32;E09000010;E09000010;3;10;3;40;6;2;5;0;0;5;4;1;2;0;0;1;1;2;E01001516;1;1
2.02E+12;2020;10230858;528363;180324;-0.151784;51.507278;1;3;2;1;01/01/2020;4;03:40:00;1;E09000033;E09000033;6;0;9;30;99;9;6;0;9;9;4;9;9;9;9;1;3;2;E01004762;1;1
2.02E+12;2020;10228014;539764;179234;0.011959;51.49478;1;3;2;1;01/01/2020;4;03:43:00;6;E09000011;E09000011;6;0;6;30;3;4;6;0;0;0;4;1;2;0;0;1;1;2;E01001667;1;1
2.02E+12;2020;10231003;543520;178555;0.065752;51.487739;1;3;2;2;01/01/2020;4;03:50:00;6;E09000011;E09000011;3;205;9;20;3;4;3;205;9;9;7;9;9;9;9;1;3;2;E01001696;1;1
2.02E+12;2020;10228018;530876;191335;-0.1115;51.605653;1;3;2;1;01/01/2020;4;04:00:00;31;E09000014;E09000014;3;105;6;20;9;4;6;0;0;0;4;1;1;0;0;1;1;2;E01002102;2;1
2.02E+12;2020;10228022;542576;167312;0.047641;51.38695;1;3;1;1;01/01/2020;4;04:00:00;19;E09000006;E09000006;6;0;6;20;9;4;6;0;0;0;4;1;1;0;2;1;1;2;E01000662;2;1
2.02E+12;2020;10228039;532463;182404;-0.091959;51.525025;1;3;2;2;01/01/2020;4;04:09:00;3;E09000019;E09000019;3;5201;3;30;6;2;6;0;0;4;4;1;1;0;0;1;1;2;E01002706;2;1
2.02E+12;2020;10228038;553007;190580;0.20751;51.593297;1;1;1;1;01/01/2020;4;04:30:00;15;E09000016;E09000016;3;12;3;50;0;-1;0;-1;0;0;4;7;2;0;0;2;1;2;E01002337;2;1
2.02E+12;2020;10228031;553943;190802;0.221108;51.595036;1;3;2;2;01/01/2020;4;04:46:00;15;E09000016;E09000016;3;12;3;50;0;-1;0;-1;9;9;1;7;1;0;0;1;3;2;E01002293;2;1
2.02E+12;2020;10228045;534220;181589;-0.066958;51.517286;1;3;2;1;01/01/2020;4;05:12:00;5;E09000030;E09000030;3;11;7;20;3;1;5;0;0;9;4;1;1;0;0;1;3;2;E01004309;2;1
2.02E+12;2020;10228155;549043;183451;0.14731;51.530303;1;3;1;2;01/01/2020;4;06:43:00;16;E09000002;E09000002;5;0;9;30;3;4;6;0;9;9;7;7;1;0;0;1;3;2;E01000095;3;1
2.02E+12;2020;10228077;531477;174550;-0.109087;51.454673;1;2;2;1;01/01/2020;4;08:00:00;9;E09000022;E09000022;3;2214;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01003074;4;1
2.02E+12;2020;10228060;517380;184787;-0.308476;51.549775;1;3;2;1;01/01/2020;4;10:25:00;28;E09000005;E09000005;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;2;E01000612;5;1
2.02E+12;2020;10228086;531043;176304;-0.11468;51.470537;1;3;1;1;01/01/2020;4;14:00:00;9;E09000022;E09000022;6;0;6;20;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01003186;7;1
2.02E+12;2020;10228087;527900;164217;-0.164263;51.362628;1;2;1;2;01/01/2020;4;14:05:00;21;E09000029;E09000029;6;0;6;30;3;4;4;271;2;5;1;8;1;0;2;1;1;2;E01004102;7;1
2.02E+12;2020;10228508;526522;169348;-0.182219;51.409049;1;2;2;1;01/01/2020;4;14:15:00;22;E09000024;E09000024;6;0;7;20;0;-1;0;-1;0;0;1;1;1;0;0;1;3;2;E01003376;7;1
2.02E+12;2020;10228207;527038;170583;-0.174362;51.420033;1;3;2;1;01/01/2020;4;14:29:00;22;E09000024;E09000024;6;0;6;20;99;9;6;0;0;0;1;1;1;0;0;1;3;2;E01003371;7;1
2.02E+12;2020;10228097;528428;179923;-0.150994;51.503659;1;3;2;1;01/01/2020;4;14:37:00;1;E09000033;E09000033;3;4202;3;30;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01004761;7;1
2.02E+12;2020;10228100;530432;192078;-0.117632;51.612433;1;3;2;2;01/01/2020;4;14:45:00;32;E09000010;E09000010;3;406;3;40;9;4;6;0;0;4;1;1;1;0;0;1;1;2;E01001527;7;1
2.02E+12;2020;10228115;529420;175245;-0.138421;51.461393;1;3;1;1;01/01/2020;4;15:00:00;9;E09000022;E09000022;3;24;3;30;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01003032;7;1
2.02E+12;2020;10228128;533708;194656;-0.069364;51.634832;1;3;3;1;01/01/2020;4;16:05:00;32;E09000010;E09000010;3;10;3;40;3;2;6;0;0;5;4;2;1;0;0;1;1;2;E01001399;8;1
2.02E+12;2020;10228110;531466;161829;-0.113953;51.340354;1;3;2;1;01/01/2020;4;16:17:00;20;E09000008;E09000008;3;235;6;30;3;2;6;0;2;0;4;1;1;0;0;1;1;2;E01001097;8;1
2.02E+12;2020;10228346;546303;166403;0.100791;51.377835;1;3;2;1;01/01/2020;4;17:13:00;19;E09000006;E09000006;3;223;6;20;0;-1;0;-1;2;5;7;1;2;0;0;1;3;2;E01000790;8;1
2.02E+12;2020;10228135;540033;174011;0.013763;51.44778;1;3;1;1;01/01/2020;4;17:20:00;7;E09000023;E09000023;3;2212;7;30;0;-1;0;-1;0;0;4;1;1;0;0;1;1;2;E01003285;8;1
2.02E+12;2020;10236018;527520;179421;-0.16425;51.499353;1;3;2;2;01/01/2020;4;17:48:00;12;E09000020;E09000020;3;4;6;30;0;-1;0;-1;9;9;4;1;1;0;0;1;3;2;E01002819;8;1
2.02E+12;2020;10228281;528938;191786;-0.139303;51.610153;1;3;4;1;01/01/2020;4;18:03:00;30;E09000003;E09000003;3;406;3;40;0;-1;0;-1;0;0;4;1;1;0;0;1;1;2;E01000160;9;1
2.02E+12;2020;10228126;532652;189311;-0.086634;51.58705;1;3;1;1;01/01/2020;4;18:05:00;31;E09000014;E09000014;4;153;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;2;E01002086;9;1
2.02E+12;2020;10228235;532566;180025;-0.09137;51.503621;1;3;2;1;01/01/2020;4;18:10:00;8;E09000028;E09000028;3;3;6;30;3;2;4;300;0;9;4;1;2;0;0;1;3;2;E01003929;9;1
2.02E+12;2020;10228124;522606;187292;-0.232268;51.571179;1;3;1;1;01/01/2020;4;18:25:00;30;E09000003;E09000003;3;406;1;30;1;2;3;5;0;0;7;8;1;0;0;1;3;2;E01000305;9;1
2.02E+12;2020;10228123;526488;178940;-0.179282;51.495262;1;3;2;2;01/01/2020;4;19:00:00;12;E09000020;E09000020;5;0;3;30;6;2;3;4;0;5;4;1;1;0;0;1;1;2;E01002835;9;1
2.02E+12;2020;10228148;518467;185248;-0.292651;51.553691;1;3;1;1;01/01/2020;4;19:05:00;28;E09000005;E09000005;3;404;6;30;3;2;3;4089;2;4;4;1;1;0;0;1;1;2;E01000635;9;1
2.02E+12;2020;10228120;532527;164076;-0.097893;51.360301;1;2;2;1;01/01/2020;4;19:43:00;20;E09000008;E09000008;3;235;6;30;3;4;6;0;0;0;5;1;1;0;0;1;1;2;E01001037;9;1
2.02E+12;2020;10228130;535724;181753;-0.045232;51.518401;1;2;2;1;01/01/2020;4;19:48:00;5;E09000030;E09000030;4;121;6;20;0;-1;0;-1;0;0;4;1;1;0;0;1;1;2;E01004283;9;1
2.02E+12;2020;10228141;531124;189815;-0.108489;51.591936;1;3;2;1;01/01/2020;4;20:45:00;31;E09000014;E09000014;6;0;2;20;99;9;6;0;9;9;4;9;9;9;0;1;3;2;E01002030;10;1
2.02E+12;2020;10228164;521641;167620;-0.252956;51.394586;1;3;3;1;01/01/2020;4;22:15:00;23;E09000021;E09000021;3;3;7;30;1;4;3;2043;0;1;7;1;1;0;0;1;3;2;E01002982;11;1
2.02E+12;2020;10228150;542336;188367;0.052673;51.576206;1;3;2;1;01/01/2020;4;23:54:00;14;E09000026;E09000026;3;12;3;40;3;2;5;0;0;4;4;1;1;0;0;1;1;2;E01003696;11;1
2.02E+12;2020;10228160;544322;189972;0.081972;51.590123;1;3;2;2;02/01/2020;5;05:20:00;14;E09000026;E09000026;5;0;6;30;6;2;3;123;0;5;4;1;2;0;0;1;1;2;E01003705;2;1
2.02E+12;2020;10228181;532341;178205;-0.095292;51.487318;1;2;3;1;02/01/2020;5;08:46:00;8;E09000028;E09000028;3;215;6;20;0;-1;0;-1;0;1;1;1;1;0;0;1;1;2;E01003994;4;1
2.02E+12;2020;10228170;533506;184362;-0.076192;51.542374;1;3;2;1;02/01/2020;5;08:55:00;4;E09000012;E09000012;3;10;3;30;6;2;5;0;2;1;1;1;1;0;0;1;1;2;E01033707;4;1
2.02E+12;2020;10228203;548985;186708;0.147851;51.559583;1;2;1;1;02/01/2020;5;09:35:00;16;E09000002;E09000002;3;124;6;30;0;-1;0;-1;0;4;1;1;1;0;0;1;1;2;E01000101;4;1
2.02E+12;2020;10228211;552449;187375;0.198072;51.564652;1;3;2;2;02/01/2020;5;09:45:00;15;E09000016;E09000016;6;0;6;30;0;-1;0;-1;0;1;1;8;2;0;0;1;3;2;E01002321;4;1
2.02E+12;2020;10228305;524612;186263;-0.203703;51.561492;1;2;2;1;02/01/2020;5;10:30:00;30;E09000003;E09000003;3;41;3;40;6;2;3;407;9;5;1;1;1;0;0;1;3;2;E01000138;5;1
2.02E+12;2020;10228351;532797;189181;-0.084592;51.585847;1;3;2;1;02/01/2020;5;10:47:00;31;E09000014;E09000014;3;504;9;20;99;9;6;0;0;0;1;1;2;0;0;1;3;2;E01002067;5;1
2.02E+12;2020;10228183;544070;180971;0.074654;51.509308;1;3;1;1;02/01/2020;5;11:20:00;17;E09000025;E09000025;6;0;3;30;0;-1;0;-1;0;0;1;1;2;0;0;2;1;2;E01003482;5;1
2.02E+12;2020;10228208;511049;187778;-0.398803;51.577938;1;3;1;1;02/01/2020;5;12:00:00;26;E09000017;E09000017;5;0;6;30;7;4;6;0;0;1;1;1;1;0;0;1;1;2;E01002432;6;1
2.02E+12;2020;10228206;516093;187840;-0.326023;51.57748;1;3;1;1;02/01/2020;5;12:50:00;28;E09000005;E09000005;3;404;6;30;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01000568;6;1
2.02E+12;2020;10228214;529804;181376;-0.130645;51.516403;1;3;1;1;02/01/2020;5;13:04:00;2;E09000033;E09000033;3;40;6;30;6;2;3;40;0;4;1;1;1;0;0;1;1;2;E01004763;6;1
2.02E+12;2020;10228240;534659;178273;-0.0619;51.487383;1;3;2;1;02/01/2020;5;13:20:00;8;E09000028;E09000028;4;204;6;20;99;9;3;2208;9;9;1;1;1;0;0;1;3;2;E01004038;6;1
2.02E+12;2020;10228733;534430;175048;-0.066422;51.458455;1;3;2;1;02/01/2020;5;13:24:00;8;E09000028;E09000028;4;219;6;30;3;4;6;0;0;1;1;1;1;0;0;1;3;2;E01004015;6;1
2.02E+12;2020;10228233;541393;191088;0.040169;51.600893;1;3;2;1;02/01/2020;5;14:01:00;14;E09000026;E09000026;6;0;7;20;3;4;6;0;9;9;1;1;2;0;0;1;3;2;E01003761;7;1
2.02E+12;2020;10228247;540175;190325;0.02229;51.594341;1;3;2;1;02/01/2020;5;14:17:00;14;E09000026;E09000026;3;11;6;30;8;4;6;0;0;5;1;1;1;0;0;1;1;2;E01003674;7;1
2.02E+12;2020;10228237;525144;182252;-0.197458;51.525326;1;3;1;1;02/01/2020;5;14:20:00;1;E09000033;E09000033;5;0;6;30;6;2;5;0;0;5;1;1;1;0;0;1;1;2;E01004675;7;1
2.02E+12;2020;10228205;526318;175435;-0.182982;51.4638;1;3;2;1;02/01/2020;5;14:40:00;10;E09000032;E09000032;3;3205;6;40;9;2;6;0;0;0;1;1;1;0;0;1;1;2;E01004538;7;1
2.02E+12;2020;10228263;523305;180503;-0.224565;51.510012;1;3;2;1;02/01/2020;5;14:45:00;11;E09000013;E09000013;3;219;6;30;0;-1;0;-1;0;5;1;1;1;0;0;1;3;2;E01001874;7;1
2.02E+12;2020;10228248;510330;173134;-0.413752;51.446457;1;2;2;1;02/01/2020;5;15:02:00;25;E09000018;E09000018;6;0;3;20;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01033000;7;1
2.02E+12;2020;10228283;524504;178619;-0.207961;51.492817;1;2;2;1;02/01/2020;5;15:24:00;11;E09000013;E09000013;4;317;6;20;8;4;6;0;0;8;1;1;1;0;0;1;1;2;E01001868;7;1
2.02E+12;2020;10228239;547790;186225;0.130422;51.555557;1;3;2;1;02/01/2020;5;15:37:00;16;E09000002;E09000002;5;0;6;30;6;4;6;0;0;0;1;1;1;0;0;1;1;2;E01000102;7;1
2.02E+12;2020;10228264;533660;187142;-0.072918;51.56732;1;3;2;1;02/01/2020;5;15:45:00;4;E09000012;E09000012;3;10;6;20;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01001724;7;1
2.02E+12;2020;10228255;532469;164487;-0.098573;51.364009;1;2;2;1;02/01/2020;5;15:46:00;20;E09000008;E09000008;3;235;6;30;7;2;4;275;0;4;1;1;1;0;0;1;1;2;E01001043;7;1
2.02E+12;2020;10228250;534119;174622;-0.071057;51.454701;1;3;2;1;02/01/2020;5;15:55:00;8;E09000028;E09000028;6;0;6;20;6;4;6;0;0;0;1;1;1;0;0;1;1;2;E01003955;7;1
2.02E+12;2020;10228287;539514;183947;0.010225;51.537193;1;3;2;2;02/01/2020;5;17:27:00;17;E09000025;E09000025;4;164;6;30;3;4;6;0;0;5;4;1;1;0;0;1;1;2;E01003635;8;1
2.02E+12;2020;10228257;533703;182377;-0.074106;51.52449;1;3;2;1;02/01/2020;5;17:28:00;5;E09000030;E09000030;6;0;6;20;3;4;4;122;0;0;4;1;1;0;0;1;1;2;E01004316;8;1
2.02E+12;2020;10228273;541612;174626;0.036716;51.452914;1;2;2;1;02/01/2020;5;17:29:00;6;E09000011;E09000011;3;205;1;30;1;4;3;210;0;0;4;1;1;0;0;1;1;2;E01001661;8;1
2.02E+12;2020;10228265;530914;171051;-0.118477;51.423358;1;3;1;1;02/01/2020;5;17:35:00;9;E09000022;E09000022;3;214;6;30;9;4;6;0;0;0;4;1;1;0;2;1;1;2;E01003149;8;1
2.02E+12;2020;10228300;532082;180189;-0.098278;51.505208;1;3;2;1;02/01/2020;5;17:35:00;8;E09000028;E09000028;6;0;6;20;3;4;3;3200;0;0;4;1;1;0;0;1;1;2;E01003927;8;1
2.02E+12;2020;10228329;535811;194463;-0.03907;51.632593;1;3;2;1;02/01/2020;5;18:35:00;32;E09000010;E09000010;3;1055;6;30;6;2;6;0;0;9;4;1;1;9;0;1;3;2;E01001477;9;1
2.02E+12;2020;10228276;548716;188084;0.144555;51.572018;1;3;1;1;02/01/2020;5;19:00:00;16;E09000002;E09000002;6;0;6;30;0;-1;0;-1;0;0;4;1;1;0;0;1;1;2;E01000111;9;1
2.02E+12;2020;10228271;521418;166747;-0.256458;51.386787;1;3;1;1;02/01/2020;5;19:07:00;23;E09000021;E09000021;5;0;6;20;9;4;6;0;0;0;7;1;1;0;0;1;1;2;E01002980;9;1
2.02E+12;2020;10228299;532593;165356;-0.096469;51.371789;1;3;4;2;02/01/2020;5;19:25:00;20;E09000008;E09000008;3;232;1;20;1;2;3;212;9;5;4;1;2;0;0;1;3;2;E01001045;9;1
2.02E+12;2020;10228270;546648;166879;0.105941;51.382023;1;3;1;1;02/01/2020;5;19:50:00;19;E09000006;E09000006;3;223;2;20;3;4;3;208;0;0;4;1;1;0;0;1;1;2;E01000727;9;1
2.02E+12;2020;10228279;526252;164968;-0.187655;51.369745;1;3;2;1;02/01/2020;5;19:50:00;21;E09000029;E09000029;5;0;1;30;2;4;5;0;0;0;4;1;1;0;0;1;1;2;E01004149;9;1
2.02E+12;2020;10228375;531295;164906;-0.115273;51.368046;1;3;2;1;02/01/2020;5;20:20:00;20;E09000008;E09000008;5;0;6;40;9;4;3;232;0;0;4;8;2;9;9;1;3;2;E01001167;10;1
2.02E+12;2020;10228301;509181;172567;-0.430454;51.441583;1;1;1;1;02/01/2020;5;21:00:00;25;E09000018;E09000018;5;0;6;40;0;-1;0;-1;0;0;4;1;1;0;0;2;1;2;E01002596;10;1
2.02E+12;2020;10228288;520256;181051;-0.268292;51.515593;1;3;2;1;02/01/2020;5;21:08:00;27;E09000009;E09000009;3;4000;6;20;3;4;6;0;0;0;4;2;1;0;0;1;1;2;E01001199;10;1
2.02E+12;2020;10228286;508638;181810;-0.435425;51.524766;1;3;1;1;02/01/2020;5;21:10:00;26;E09000017;E09000017;5;0;2;30;0;-1;0;-1;0;0;4;1;1;0;0;1;1;2;E01002402;10;1
2.02E+12;2020;10228308;539119;185844;0.005283;51.554337;1;3;1;2;02/01/2020;5;21:49:00;13;E09000031;E09000031;3;11;6;30;3;4;6;0;0;5;4;2;2;0;0;1;1;2;E01004332;10;1
2.02E+12;2020;10228289;508964;188216;-0.428744;51.582281;1;3;1;2;02/01/2020;5;22:00:00;26;E09000017;E09000017;6;0;6;30;0;-1;0;-1;0;0;4;1;1;0;0;1;1;2;E01002434;11;1
2.02E+12;2020;10228298;518271;169322;-0.300807;51.410595;1;3;1;2;02/01/2020;5;23:01:00;23;E09000021;E09000021;3;307;2;20;3;2;3;308;0;4;4;1;1;0;0;1;1;2;E01002968;11;1
2.02E+12;2020;10228312;543797;185930;0.072746;51.553937;1;3;4;1;02/01/2020;5;23:23:00;14;E09000026;E09000026;3;123;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;2;E01003729;11;1
2.02E+12;2020;10234287;511181;189773;-0.396267;51.595844;1;3;2;1;03/01/2020;6;02:15:00;29;E09000015;E09000015;6;0;2;30;99;9;6;0;0;0;1;1;1;0;0;1;3;2;E01002192;1;1
2.02E+12;2020;10228319;504746;174889;-0.493556;51.463292;1;3;2;1;03/01/2020;6;04:57:00;26;E09000017;E09000017;3;3044;1;50;1;4;3;3113;0;0;4;2;2;0;0;2;1;1;E01002444;2;1
2.02E+12;2020;10228334;509650;184487;-0.42001;51.548632;1;1;2;1;03/01/2020;6;06:15:00;26;E09000017;E09000017;3;40;3;60;0;-1;0;-1;0;0;6;2;2;0;0;1;1;2;E01002494;3;1
2.02E+12;2020;10228362;530410;180294;-0.122316;51.50654;1;3;2;1;03/01/2020;6;06:30:00;1;E09000033;E09000033;3;3211;3;30;3;2;4;308;0;0;4;2;2;0;0;2;1;2;E01004733;3;1
2.02E+12;2020;10228335;536072;182271;-0.040019;51.522972;1;2;1;1;03/01/2020;6;07:22:00;5;E09000030;E09000030;3;11;3;30;3;2;5;0;0;5;4;2;2;0;0;1;1;2;E01004261;3;1
2.02E+12;2020;10228323;528303;172174;-0.155603;51.434047;1;3;2;1;03/01/2020;6;07:50:00;10;E09000032;E09000032;3;214;6;30;9;4;6;0;0;0;4;1;2;0;0;1;1;2;E01004482;3;1
2.02E+12;2020;10228380;516956;183261;-0.315095;51.536148;1;3;1;1;03/01/2020;6;08:05:00;27;E09000009;E09000009;6;0;6;20;99;9;6;0;0;1;1;1;2;9;9;1;3;2;E01001347;4;1
2.02E+12;2020;10228374;538303;175668;-0.010469;51.463094;1;3;2;1;03/01/2020;6;08:30:00;7;E09000023;E09000023;3;21;3;30;99;9;6;0;0;5;1;1;1;0;0;1;3;2;E01003296;4;1
2.02E+12;2020;10228330;536931;192748;-0.023567;51.616911;1;3;3;1;03/01/2020;6;09:36:00;13;E09000031;E09000031;3;1009;6;30;9;4;6;0;0;0;1;8;2;0;0;1;1;2;E01004452;4;1
2.02E+12;2020;10228349;523784;167226;-0.222306;51.390582;1;3;2;1;03/01/2020;6;11:40:00;22;E09000024;E09000024;4;279;1;30;1;4;6;0;0;0;1;1;1;0;0;1;1;2;E01003422;5;1
2.02E+12;2020;10228353;542688;183347;0.055715;51.531009;1;3;2;1;03/01/2020;6;12:41:00;17;E09000025;E09000025;3;117;3;30;6;4;6;0;0;0;1;1;1;0;0;1;1;2;E01003523;6;1
2.02E+12;2020;10228695;534637;194018;-0.056194;51.628877;1;3;2;1;03/01/2020;6;13:35:00;32;E09000010;E09000010;3;1010;6;30;3;2;5;0;1;5;1;1;1;0;2;1;1;2;E01001491;6;1
2.02E+12;2020;10228869;532350;169443;-0.098436;51.408574;1;3;2;1;03/01/2020;6;13:40:00;20;E09000008;E09000008;5;0;1;20;2;4;6;0;9;9;1;8;1;0;0;1;3;2;E01001160;6;1
2.02E+12;2020;10228392;541488;173140;0.034339;51.439592;1;3;3;1;03/01/2020;6;14:20:00;19;E09000006;E09000006;6;0;3;30;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01000779;7;1
2.02E+12;2020;10228391;543979;185426;0.075163;51.549362;1;3;8;2;03/01/2020;6;14:57:00;14;E09000026;E09000026;3;123;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01003733;7;1
2.02E+12;2020;10228454;535094;173223;-0.057567;51.441897;1;3;1;2;03/01/2020;6;15:00:00;7;E09000023;E09000023;5;0;6;20;0;-1;0;-1;0;0;1;1;1;0;0;1;3;2;E01003255;7;1
2.02E+12;2020;10228860;508058;174515;-0.446012;51.459308;1;3;2;1;03/01/2020;6;15:10:00;26;E09000017;E09000017;6;0;9;30;5;9;6;0;9;1;1;1;1;0;0;1;3;2;E01002444;7;1
2.02E+12;2020;10228387;532361;187671;-0.091449;51.57238;1;3;1;1;03/01/2020;6;15:14:00;4;E09000012;E09000012;3;503;3;30;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01001813;7;1
2.02E+12;2020;10228378;537146;177690;-0.026329;51.481546;1;3;2;1;03/01/2020;6;15:30:00;7;E09000011;E09000011;3;200;6;20;6;4;3;200;0;0;1;1;1;0;0;1;1;2;E01033727;7;1
2.02E+12;2020;10228411;511229;185490;-0.39693;51.557338;1;3;1;1;03/01/2020;6;15:40:00;26;E09000017;E09000017;5;0;6;30;0;-1;0;-1;0;5;1;1;1;0;0;1;1;2;E01002497;7;1
2.02E+12;2020;10228395;506283;179649;-0.470008;51.505791;1;3;1;1;03/01/2020;6;16:42:00;26;E09000017;E09000017;5;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;2;E01002529;8;1
2.02E+12;2020;10228522;526170;179201;-0.183768;51.497679;1;3;1;1;03/01/2020;6;16:45:00;12;E09000020;E09000020;4;325;6;20;3;4;6;0;9;9;1;9;1;0;0;1;3;2;E01002890;8;1
2.02E+12;2020;10262988;531805;188829;-0.099033;51.582917;1;3;2;1;03/01/2020;6;17:00:00;31;E09000014;E09000014;5;0;9;20;0;-1;0;-1;9;9;1;9;1;0;9;1;3;2;E01002044;8;1
2.02E+12;2020;10228401;530118;180448;-0.126464;51.507991;1;3;1;1;03/01/2020;6;17:45:00;1;E09000033;E09000033;3;4;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;2;E01004736;8;1
2.02E+12;2020;10228417;551988;181860;0.189048;51.515224;1;3;2;1;03/01/2020;6;17:55:00;15;E09000016;E09000016;5;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;2;E01002344;8;1
2.02E+12;2020;10228406;539234;170792;0.001009;51.41905;1;3;2;1;03/01/2020;6;18:00:00;7;E09000023;E09000023;3;21;3;30;0;-1;0;-1;0;0;4;9;1;0;0;1;1;2;E01003235;9;1
2.02E+12;2020;10228403;537948;186920;-0.011175;51.564294;1;3;1;2;03/01/2020;6;18:20:00;13;E09000031;E09000031;3;112;3;30;9;4;3;1006;0;1;1;1;1;0;0;1;1;2;E01004435;9;1
2.02E+12;2020;10228419;522798;187013;-0.229597;51.56863;1;3;2;1;03/01/2020;6;18:25:00;28;E09000005;E09000005;5;0;3;30;3;4;3;5;0;0;4;1;1;0;0;1;1;2;E01000499;9;1
2.02E+12;2020;10228470;530742;176875;-0.1188;51.475738;1;3;2;1;03/01/2020;6;18:45:00;9;E09000022;E09000022;3;3;6;30;3;9;6;0;9;5;4;1;1;0;0;1;3;2;E01003186;9;1
2.02E+12;2020;10228429;527534;174775;-0.165724;51.457596;1;3;2;1;03/01/2020;6;18:58:00;10;E09000032;E09000032;4;229;6;30;3;4;6;0;0;0;4;1;1;0;6;1;1;2;E01004557;9;1
2.02E+12;2020;10228404;553426;192435;0.214365;51.60985;1;3;2;1;03/01/2020;6;19:21:00;15;E09000016;E09000016;6;0;6;30;0;-1;0;-1;0;0;4;1;1;0;0;1;1;2;E01002280;9;1
2.02E+12;2020;10228955;521823;183362;-0.244922;51.536028;1;3;2;1;03/01/2020;6;19:38:00;28;E09000005;E09000005;3;404;6;30;0;-1;0;-1;0;0;4;1;1;0;0;1;3;2;E01033485;9;1
