accident_index;accident_year;accident_reference;location_easting_osgr;location_northing_osgr;X;Y;police_force;accident_severity;number_of_vehicles;number_of_casualties;date;day_of_week;time;local_authority_district;local_authority_ons_district;local_authority_highway;first_road_class;first_road_number;road_type;speed_limit;junction_detail;junction_control;second_road_class;second_road_number;pedestrian_crossing_human_control;pedestrian_crossing_physical_facilities;light_conditions;weather_conditions;road_surface_conditions;special_conditions_at_site;carriageway_hazards;urban_or_rural_area;did_police_officer_attend_scene_of_accident;trunk_road_flag;lsoa_of_accident_location;tranche_horaire;week_number
2.02E+12;2020;10258087;539088;184641;0.004361;51.543535;1;3;2;1;23/07/2020;5;16:40:00;17;E09000025;E09000025;3;11;3;20;3;2;3;11;0;5;1;1;1;0;0;1;1;2;E01003618;8;30
2.02E+12;2020;10258033;533200;189120;-0.078802;51.585204;1;3;2;1;23/07/2020;5;16:45:00;31;E09000014;E09000014;3;504;6;30;3;4;6;0;0;0;1;1;1;0;0;1;3;2;E01002069;8;30
2.02E+12;2020;10258094;538433;180794;-0.006589;51.509126;1;3;2;1;23/07/2020;5;17:00:00;5;E09000030;E09000030;3;102;3;30;0;-1;0;-1;0;0;4;1;1;0;0;1;1;2;E01032777;8;30
2.02E+12;2020;10258129;525059;182495;-0.198596;51.527529;1;3;1;1;23/07/2020;5;17:05:00;1;E09000033;E09000033;6;0;7;20;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01004678;8;30
2.02E+12;2020;10258774;527964;179332;-0.15789;51.498453;1;3;1;1;23/07/2020;5;17:06:00;12;E09000020;E09000020;6;0;6;20;3;4;6;0;9;1;1;1;1;0;0;1;3;2;E01002818;8;30
2.02E+12;2020;10259092;528022;168625;-0.160924;51.402215;1;3;2;1;23/07/2020;5;17:10:00;22;E09000024;E09000024;3;236;6;20;0;-1;0;-1;9;9;1;8;1;0;0;1;3;2;E01003374;8;30
2.02E+12;2020;10258114;534287;185430;-0.064529;51.551786;1;2;2;1;23/07/2020;5;17:15:00;4;E09000012;E09000012;5;0;6;20;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01001759;8;30
2.02E+12;2020;10258147;514245;179622;-0.355345;51.503995;1;3;2;2;23/07/2020;5;17:17:00;27;E09000009;E09000009;3;4127;1;30;1;4;3;4127;0;1;1;1;1;0;0;1;1;2;E01001337;8;30
2.02E+12;2020;10261222;532775;170940;-0.091769;51.421928;1;3;1;1;23/07/2020;5;17:25:00;20;E09000008;E09000008;3;214;6;30;3;4;6;0;9;9;1;1;9;9;9;1;3;2;E01001162;8;30
2.02E+12;2020;10258111;533471;183257;-0.077115;51.532453;1;3;2;1;23/07/2020;5;17:26:00;4;E09000012;E09000012;3;10;6;20;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01001777;8;30
2.02E+12;2020;10258304;533619;188255;-0.073086;51.577332;1;3;2;1;23/07/2020;5;17:26:00;31;E09000014;E09000014;3;10;6;30;99;2;4;152;0;5;1;1;1;0;0;1;3;2;E01002051;8;30
2.02E+12;2020;10258145;515933;182967;-0.329935;51.533716;1;3;2;1;23/07/2020;5;17:30:00;27;E09000009;E09000009;4;452;6;20;7;2;3;40;0;4;1;1;1;0;0;1;1;2;E01001348;8;30
2.02E+12;2020;10258149;534673;172867;-0.063756;51.438798;1;3;3;1;23/07/2020;5;17:31:00;7;E09000028;E09000028;5;0;6;20;3;1;5;0;0;8;1;1;1;0;0;1;1;2;E01003945;8;30
2.02E+12;2020;10258106;544439;184323;0.08134;51.539334;1;3;1;1;23/07/2020;5;17:35:00;16;E09000002;E09000002;5;0;6;30;0;-1;0;-1;0;4;1;1;1;0;0;1;1;2;E01000007;8;30
2.02E+12;2020;10258146;522860;190434;-0.227506;51.599361;1;2;2;2;23/07/2020;5;17:45:00;30;E09000003;E09000003;3;1;3;40;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01000240;8;30
2.02E+12;2020;10258122;535910;173294;-0.045806;51.44234;1;3;2;1;23/07/2020;5;17:50:00;7;E09000023;E09000023;3;205;6;30;3;4;6;0;0;5;1;1;1;0;0;1;3;2;E01003229;8;30
2.02E+12;2020;10258348;529820;181381;-0.130412;51.516444;1;3;2;1;23/07/2020;5;17:50:00;2;E09000033;E09000033;3;400;6;40;6;2;3;40;0;0;1;1;1;0;0;1;3;2;E01004763;8;30
2.02E+12;2020;10258169;539402;173715;0.004572;51.445275;1;3;2;1;23/07/2020;5;18:00:00;7;E09000023;E09000023;3;205;6;20;9;2;5;0;0;4;1;1;1;0;0;1;1;2;E01003354;9;30
2.02E+12;2020;10263707;541892;185408;0.045077;51.549729;1;3;2;1;23/07/2020;5;18:00:00;17;E09000025;E09000025;3;118;6;30;3;4;6;0;0;0;1;9;9;0;0;1;3;2;E01003591;9;30
2.02E+12;2020;10258119;539492;181568;0.008967;51.515821;1;3;2;1;23/07/2020;5;18:10:00;17;E09000025;E09000025;3;124;6;30;9;2;3;1011;0;5;1;1;1;0;0;1;3;2;E01003503;9;30
2.02E+12;2020;10258177;532900;185737;-0.084406;51.554874;1;2;2;1;23/07/2020;5;18:10:00;4;E09000012;E09000012;4;104;6;20;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01001739;9;30
2.02E+12;2020;10258248;519159;169653;-0.287933;51.413384;1;3;2;1;23/07/2020;5;18:14:00;23;E09000021;E09000021;3;308;6;30;1;4;6;0;0;1;1;1;1;9;0;1;3;2;E01002935;9;30
2.02E+12;2020;10258245;537899;181232;-0.014108;51.513193;1;3;2;1;23/07/2020;5;18:20:00;5;E09000030;E09000030;5;0;6;20;3;4;6;0;0;1;1;1;1;0;0;1;3;2;E01004247;9;30
2.02E+12;2020;10258271;519766;175701;-0.277164;51.467613;1;3;2;1;23/07/2020;5;18:20:00;24;E09000027;E09000027;3;205;9;20;9;9;6;0;9;5;1;1;1;0;0;1;3;2;E01003865;9;30
2.02E+12;2020;10258133;534555;181320;-0.062235;51.514789;1;3;2;1;23/07/2020;5;18:30:00;5;E09000030;E09000030;3;13;3;30;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01004321;9;30
2.02E+12;2020;10258472;508752;181020;-0.434025;51.517644;1;3;1;1;23/07/2020;5;18:47:00;26;E09000017;E09000017;5;0;9;30;0;-1;0;-1;9;1;1;8;1;9;0;1;3;2;E01002403;9;30
2.02E+12;2020;10258130;529895;171725;-0.132878;51.42965;1;3;2;1;23/07/2020;5;19:25:00;9;E09000022;E09000022;3;214;2;30;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01003119;9;30
2.02E+12;2020;10258205;551104;191699;0.180542;51.603864;1;3;2;1;23/07/2020;5;19:25:00;15;E09000016;E09000016;4;175;9;30;6;2;4;1459;0;5;1;1;1;0;0;1;3;2;E01002304;9;30
2.02E+12;2020;10258143;546236;177637;0.104463;51.478795;1;3;2;2;23/07/2020;5;19:35:00;6;E09000011;E09000011;3;209;6;30;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01032567;9;30
2.02E+12;2020;10258105;527710;175851;-0.162804;51.467227;1;3;2;1;23/07/2020;5;19:47:00;10;E09000032;E09000032;3;3220;3;30;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01004585;9;30
2.02E+12;2020;10258132;543242;177885;0.061479;51.481789;1;3;2;1;23/07/2020;5;19:52:00;6;E09000011;E09000011;3;205;6;30;9;2;6;0;0;5;1;8;1;0;0;1;3;2;E01001701;9;30
2.02E+12;2020;10258125;538193;177708;-0.011254;51.481453;1;3;1;1;23/07/2020;5;20:10:00;6;E09000011;E09000011;3;200;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;2;E01001640;10;30
2.02E+12;2020;10258139;514313;180211;-0.354175;51.509275;1;3;2;1;23/07/2020;5;20:11:00;27;E09000009;E09000009;3;4020;6;30;9;2;3;4127;0;5;1;1;1;0;9;1;3;2;E01001339;10;30
2.02E+12;2020;10258142;527126;182836;-0.168692;51.530133;1;3;2;1;23/07/2020;5;20:20:00;1;E09000033;E09000033;3;41;1;30;7;4;3;5205;0;5;1;1;1;0;0;1;1;2;E01004725;10;30
2.02E+12;2020;10258151;538080;183282;-0.010698;51.53157;1;3;2;1;23/07/2020;5;20:30:00;17;E09000025;E09000025;3;11;6;30;3;4;6;0;0;0;1;1;1;0;0;1;3;2;E01033579;10;30
2.02E+12;2020;10258156;541751;185320;0.043009;51.548974;1;3;2;1;23/07/2020;5;21:00:00;17;E09000025;E09000025;3;118;6;30;0;-1;0;-1;0;0;4;1;1;0;0;1;1;2;E01003587;10;30
2.02E+12;2020;10258165;546779;189169;0.117078;51.582273;1;3;2;1;23/07/2020;5;22:30:00;14;E09000026;E09000026;4;177;7;50;5;4;3;12;0;0;4;1;1;0;0;2;1;2;E01003770;11;30
2.02E+12;2020;10258195;527867;190975;-0.155057;51.603109;1;2;1;1;23/07/2020;5;22:55:00;31;E09000014;E09000014;6;0;6;20;0;-1;0;-1;0;0;6;1;1;0;0;1;1;2;E01001995;11;30
2.02E+12;2020;10258464;523845;182652;-0.216032;51.529207;1;3;2;1;23/07/2020;5;23:14:00;1;E09000005;E09000005;4;450;6;30;0;-1;0;-1;9;9;7;1;1;0;0;1;3;2;E01000586;11;30
2.02E+12;2020;10258181;548744;184059;0.143259;51.535845;1;3;2;1;23/07/2020;5;23:40:00;16;E09000002;E09000002;6;0;6;30;0;-1;0;-1;0;0;4;1;1;0;0;1;1;2;E01000059;11;30
2.02E+12;2020;10258170;545238;172962;0.088183;51.437044;1;3;3;1;23/07/2020;5;23:55:00;18;E09000004;E09000004;6;0;6;30;0;-1;0;-1;0;0;4;1;1;0;7;1;1;2;E01000463;11;30
2.02E+12;2020;10258176;529195;174994;-0.14175;51.459188;1;3;2;1;24/07/2020;6;00:15:00;9;E09000022;E09000022;3;24;6;30;0;-1;0;-1;0;5;4;1;1;0;0;1;1;2;E01003026;0;30
2.02E+12;2020;10266613;536013;185156;-0.039756;51.548911;1;2;2;1;24/07/2020;6;00:30:00;4;E09000012;E09000012;3;102;7;20;3;4;6;0;0;1;1;1;1;0;0;1;1;2;E01001785;0;30
2.02E+12;2020;10258183;543375;186125;0.066742;51.555797;1;3;2;2;24/07/2020;6;00:59:00;14;E09000026;E09000026;3;406;7;50;5;4;3;118;0;0;7;1;1;0;0;1;1;2;E01003728;0;30
2.02E+12;2020;10258320;543395;186974;0.067377;51.563421;1;3;2;1;24/07/2020;6;01:01:00;14;E09000026;E09000026;3;123;6;30;9;9;6;0;0;8;4;1;1;0;0;1;3;2;E01003788;0;30
2.02E+12;2020;10258191;534246;177918;-0.06798;51.48429;1;3;1;1;24/07/2020;6;02:25:00;8;E09000028;E09000028;3;2;3;30;7;2;6;0;0;4;4;1;1;0;0;1;1;2;E01003989;1;30
2.02E+12;2020;10258184;540083;184856;0.018785;51.545221;1;1;2;1;24/07/2020;6;03:15:00;17;E09000025;E09000025;3;118;6;30;3;4;6;0;0;8;4;1;1;0;0;1;1;2;E01003551;1;30
2.02E+12;2020;10258180;533327;168607;-0.084711;51.400833;1;3;5;1;24/07/2020;6;04:20:00;20;E09000008;E09000008;4;266;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;2;E01001139;2;30
2.02E+12;2020;10258230;529820;181380;-0.130413;51.516435;1;3;2;1;24/07/2020;6;06:30:00;2;E09000033;E09000033;3;40;3;20;6;2;3;40;0;5;1;1;1;0;0;1;1;2;E01004763;3;30
2.02E+12;2020;10258247;527984;172330;-0.160134;51.435521;1;3;2;1;24/07/2020;6;08:00:00;10;E09000032;E09000032;3;24;6;30;6;2;3;214;0;0;1;1;1;0;0;1;1;2;E01004548;4;30
2.02E+12;2020;10259985;532799;183783;-0.086599;51.537338;1;3;2;1;24/07/2020;6;08:27:00;4;E09000019;E09000019;4;102;9;20;6;4;5;0;9;9;1;9;9;9;9;1;3;2;E01002798;4;30
2.02E+12;2020;10258280;520828;195225;-0.25518;51.642857;1;3;2;1;24/07/2020;6;08:40:00;30;E09000003;E09000003;3;1;1;30;1;4;3;411;0;9;1;1;1;0;0;1;3;2;E01000290;4;30
2.02E+12;2020;10258207;530215;180540;-0.125033;51.508796;1;2;2;1;24/07/2020;6;09:42:00;1;E09000033;E09000033;3;4;3;30;0;-1;0;-1;0;5;1;1;1;0;0;1;1;2;E01004736;4;30
2.02E+12;2020;10258285;532489;165110;-0.098054;51.369603;1;3;2;1;24/07/2020;6;10:08:00;20;E09000008;E09000008;6;0;9;30;0;-1;0;-1;9;9;1;1;1;0;0;1;3;2;E01001043;5;30
2.02E+12;2020;10258216;531855;161006;-0.108676;51.332868;1;3;2;1;24/07/2020;6;10:15:00;20;E09000008;E09000008;3;2022;6;20;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01001098;5;30
2.02E+12;2020;10258225;547383;188156;0.125364;51.573014;1;3;2;1;24/07/2020;6;10:55:00;14;E09000026;E09000026;5;0;6;30;3;4;6;0;0;4;1;1;1;0;0;1;1;2;E01003661;5;30
2.02E+12;2020;10258492;547625;180375;0.125595;51.503036;1;3;2;1;24/07/2020;6;11:00:00;18;E09000004;E09000004;3;2016;3;50;5;4;6;0;0;0;1;1;1;0;0;2;1;2;E01000469;5;30
2.02E+12;2020;10258253;532638;189483;-0.086771;51.588599;1;3;2;1;24/07/2020;6;11:30:00;31;E09000014;E09000014;6;0;6;20;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01002086;5;30
2.02E+12;2020;10260156;530277;184966;-0.122504;51.548557;1;3;2;1;24/07/2020;6;11:59:00;3;E09000019;E09000019;6;0;6;20;99;9;6;0;9;9;1;1;1;9;0;1;3;2;E01002765;5;30
2.02E+12;2020;10263569;538047;176971;-0.013643;51.474866;1;3;1;1;24/07/2020;6;12:00:00;6;E09000011;E09000011;3;2211;9;30;0;-1;0;-1;9;9;1;9;9;9;9;1;3;2;E01001644;6;30
2.02E+12;2020;10258256;527041;188799;-0.167765;51.583741;1;3;2;1;24/07/2020;6;12:15:00;30;E09000003;E09000003;3;1;3;50;7;2;3;1;0;5;1;1;1;0;0;1;1;2;E01000208;6;30
2.02E+12;2020;10258273;545370;179123;0.092613;51.49237;1;3;2;2;24/07/2020;6;12:28:00;6;E09000011;E09000011;6;0;6;30;8;4;6;0;0;0;1;1;1;0;0;1;1;2;E01001687;6;30
2.02E+12;2020;10258257;509824;179894;-0.418932;51.507316;1;3;1;1;24/07/2020;6;12:30:00;26;E09000017;E09000017;5;0;6;20;9;2;5;0;0;4;1;1;1;0;0;1;1;2;E01002506;6;30
2.02E+12;2020;10258261;528779;183767;-0.144535;51.538125;1;3;1;1;24/07/2020;6;12:35:00;2;E09000007;E09000007;3;4201;2;20;0;-1;0;-1;0;5;1;1;1;0;0;1;1;2;E01000863;6;30
2.02E+12;2020;10258272;553442;182233;0.210148;51.518183;1;2;2;1;24/07/2020;6;12:38:00;15;E09000016;E09000016;6;0;6;30;6;4;3;1306;0;5;1;1;1;0;0;1;1;2;E01002344;6;30
2.02E+12;2020;10258306;528359;182092;-0.151198;51.523168;1;3;2;1;24/07/2020;6;12:57:00;1;E09000033;E09000033;3;501;3;30;3;4;5;0;9;9;1;1;1;0;0;1;3;2;E01004716;6;30
2.02E+12;2020;10258283;534091;185613;-0.067285;51.553478;1;3;2;1;24/07/2020;6;13:16:00;4;E09000012;E09000012;5;0;6;20;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01001746;6;30
2.02E+12;2020;10258254;539757;173713;0.009676;51.44517;1;2;2;1;24/07/2020;6;13:25:00;7;E09000023;E09000023;6;0;6;30;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01003268;6;30
2.02E+12;2020;10258297;519211;169736;-0.287158;51.414119;1;3;2;2;24/07/2020;6;13:38:00;23;E09000021;E09000021;3;308;6;20;9;4;5;0;0;0;1;1;1;0;0;1;1;2;E01002935;6;30
2.02E+12;2020;10258466;550072;174048;0.158138;51.445543;1;3;2;1;24/07/2020;6;13:41:00;18;E09000004;E09000004;3;2;3;50;0;-1;0;-1;0;0;1;1;1;0;0;2;1;2;E01000447;6;30
2.02E+12;2020;10258288;533962;185813;-0.069068;51.555305;1;3;1;1;24/07/2020;6;14:00:00;4;E09000012;E09000012;5;0;6;20;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01001833;7;30
2.02E+12;2020;10258330;542350;184250;0.05121;51.539208;1;3;2;1;24/07/2020;6;14:00:00;17;E09000025;E09000025;3;117;6;30;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01003532;7;30
2.02E+12;2020;10261621;528348;190745;-0.1482;51.600933;1;3;1;1;24/07/2020;6;14:55:00;30;E09000003;E09000003;4;550;6;30;5;4;6;0;9;1;1;1;1;0;0;1;3;2;E01000156;7;30
2.02E+12;2020;10258363;529100;181512;-0.140735;51.517786;1;3;2;1;24/07/2020;6;15:10:00;1;E09000033;E09000033;4;506;9;20;0;-1;0;-1;9;5;1;1;1;0;0;1;3;2;E01004765;7;30
2.02E+12;2020;10258299;527490;171451;-0.167553;51.427733;1;2;2;1;24/07/2020;6;15:15:00;10;E09000032;E09000032;3;24;3;30;6;2;3;217;0;5;1;1;1;0;0;1;1;2;E01004525;7;30
2.02E+12;2020;10258324;541925;162917;0.036541;51.34762;1;3;2;1;24/07/2020;6;15:20:00;19;E09000006;E09000006;3;233;6;30;1;4;5;0;0;0;1;1;1;0;1;1;1;2;E01000747;7;30
2.02E+12;2020;10262976;522371;182902;-0.237184;51.531775;1;3;2;2;24/07/2020;6;15:45:00;28;E09000013;E09000013;3;219;9;50;99;9;3;404;9;9;1;9;9;9;9;1;3;2;E01001877;7;30
2.02E+12;2020;10258298;532485;182757;-0.09151;51.528192;1;3;3;1;24/07/2020;6;16:05:00;3;E09000019;E09000019;3;501;6;20;6;2;4;144;0;5;1;1;1;0;0;1;1;2;E01002701;8;30
2.02E+12;2020;10260204;522122;181103;-0.241395;51.515661;1;3;2;1;24/07/2020;6;16:20:00;11;E09000013;E09000013;5;0;6;20;8;9;6;0;9;9;1;1;1;9;0;1;3;2;E01001876;8;30
2.02E+12;2020;10258305;531654;180011;-0.104507;51.503709;1;3;2;1;24/07/2020;6;16:25:00;8;E09000028;E09000028;3;201;6;30;6;2;4;300;0;5;1;1;1;0;0;1;3;2;E01032583;8;30
2.02E+12;2020;10258332;512941;184150;-0.372675;51.544954;1;3;2;1;24/07/2020;6;17:12:00;27;E09000009;E09000009;3;312;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01001323;8;30
2.02E+12;2020;10258312;529166;182297;-0.139497;51.524826;1;2;1;1;24/07/2020;6;17:17:00;2;E09000007;E09000007;3;501;3;30;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01000946;8;30
2.02E+12;2020;10258724;546485;168610;0.104313;51.397618;1;3;2;1;24/07/2020;6;17:25:00;19;E09000006;E09000006;5;0;6;30;3;3;6;0;0;0;1;1;1;0;0;1;3;2;E01000730;8;30
2.02E+12;2020;10258891;526169;174748;-0.18537;51.457659;1;3;2;1;24/07/2020;6;17:30:00;10;E09000032;E09000032;3;3;6;20;99;9;6;0;9;0;1;1;1;0;0;1;3;2;E01004510;8;30
2.02E+12;2020;10258726;517219;185003;-0.310725;51.55175;1;3;2;1;24/07/2020;6;17:44:00;28;E09000005;E09000005;3;404;9;20;99;9;6;0;9;9;1;8;1;0;0;1;3;2;E01000612;8;30
2.02E+12;2020;10258387;543858;171288;0.067663;51.422354;1;3;2;1;24/07/2020;6;17:53:00;19;E09000006;E09000006;4;263;6;30;3;4;6;0;0;0;1;1;1;0;0;1;3;2;E01000690;8;30
2.02E+12;2020;10258379;524626;166364;-0.210513;51.38265;1;1;3;1;24/07/2020;6;17:57:00;21;E09000029;E09000029;6;0;6;30;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01004136;8;30
2.02E+12;2020;10258333;516627;177527;-0.321733;51.48468;1;2;2;1;24/07/2020;6;18:03:00;25;E09000018;E09000018;3;4;6;40;8;4;6;0;0;0;1;1;1;0;0;1;1;2;E01002679;9;30
2.02E+12;2020;10258355;531417;175467;-0.109609;51.462928;1;3;2;1;24/07/2020;6;18:10:00;9;E09000022;E09000022;3;2217;6;20;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01003051;9;30
2.02E+12;2020;10258358;518708;183846;-0.28965;51.54104;1;3;2;1;24/07/2020;6;18:16:00;28;E09000005;E09000005;5;0;6;30;3;4;6;0;0;1;1;1;1;0;0;1;1;2;E01000476;9;30
2.02E+12;2020;10258335;536204;181739;-0.038324;51.518159;1;3;1;2;24/07/2020;6;18:22:00;5;E09000030;E09000030;4;140;6;20;6;4;5;0;9;1;1;1;1;0;0;1;3;2;E01004284;9;30
2.02E+12;2020;10259127;541560;169447;0.0339;51.406388;1;2;2;2;24/07/2020;6;18:30:00;19;E09000006;E09000006;5;0;6;30;3;2;3;222;0;5;1;1;1;4;0;1;3;2;E01000646;9;30
2.02E+12;2020;10258343;544603;183691;0.083444;51.533613;1;3;2;2;24/07/2020;6;18:40:00;16;E09000002;E09000002;6;0;6;20;3;4;6;0;0;0;1;1;1;0;1;1;1;2;E01000051;9;30
2.02E+12;2020;10258717;533980;181381;-0.070494;51.515474;1;3;2;1;24/07/2020;6;18:40:00;5;E09000030;E09000030;3;11;9;30;3;2;4;145;0;5;1;9;1;9;9;1;3;2;E01004325;9;30
2.02E+12;2020;10258362;512826;170489;-0.378693;51.422193;1;3;3;1;24/07/2020;6;18:48:00;24;E09000027;E09000027;5;0;6;20;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01003825;9;30
2.02E+12;2020;10258679;532789;176717;-0.089402;51.473841;1;3;1;1;24/07/2020;6;18:50:00;8;E09000028;E09000028;3;202;6;20;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01003913;9;30
2.02E+12;2020;10258322;509598;172403;-0.424507;51.440029;1;3;2;1;24/07/2020;6;19:00:00;25;E09000018;E09000018;6;0;6;20;3;4;5;0;0;0;1;1;1;0;0;1;1;2;E01002596;9;30
2.02E+12;2020;10258351;506741;180813;-0.463059;51.516167;1;3;2;1;24/07/2020;6;19:09:00;26;E09000017;E09000017;6;0;6;30;6;4;6;0;0;0;1;1;1;0;0;1;1;2;E01002553;9;30
2.02E+12;2020;10258356;527589;173536;-0.165379;51.446449;1;3;1;2;24/07/2020;6;19:15:00;10;E09000032;E09000032;4;237;6;30;3;2;4;229;0;5;1;1;1;0;0;1;1;2;E01004543;9;30
2.02E+12;2020;10258353;538033;177706;-0.013557;51.481474;1;2;2;1;24/07/2020;6;19:30:00;6;E09000011;E09000011;3;200;6;30;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01001640;9;30
2.02E+12;2020;10258368;528260;176684;-0.154589;51.474589;1;3;2;1;24/07/2020;6;19:30:00;10;E09000032;E09000032;3;3205;2;20;0;-1;0;-1;0;1;1;1;1;0;0;1;1;2;E01004560;9;30
2.02E+12;2020;10258528;531179;177585;-0.112248;51.482017;1;2;2;1;24/07/2020;6;19:30:00;9;E09000022;E09000022;3;3;2;30;0;-1;0;-1;0;5;1;1;1;9;0;1;3;2;E01003100;9;30
2.02E+12;2020;10258409;546031;191116;0.1071;51.599962;1;3;1;1;24/07/2020;6;19:50:00;14;E09000026;E09000026;5;0;6;30;0;-1;0;-1;0;0;1;1;1;0;0;2;3;2;E01003640;9;30
2.02E+12;2020;10258340;537692;188253;-0.014344;51.576334;1;3;2;1;24/07/2020;6;20:00:00;13;E09000031;E09000031;6;0;6;20;3;4;3;112;0;0;1;1;1;0;0;1;1;2;E01004365;10;30
2.02E+12;2020;10258361;515052;177187;-0.344516;51.481946;1;3;2;1;24/07/2020;6;20:31:00;25;E09000018;E09000018;3;4;6;40;9;4;6;0;0;0;1;1;1;0;0;1;1;2;E01002680;10;30
2.02E+12;2020;10259607;540753;177055;0.025328;51.474955;1;3;2;1;24/07/2020;6;20:45:00;6;E09000011;E09000011;3;207;1;30;1;4;6;0;9;9;4;1;1;9;9;1;3;2;E01001652;10;30
2.02E+12;2020;10262673;544225;171669;0.073093;51.425684;1;1;1;1;24/07/2020;6;20:50:00;19;E09000006;E09000006;6;0;6;30;8;4;6;0;0;0;7;9;1;0;0;1;1;2;E01000689;10;30
2.02E+12;2020;10258380;535448;183682;-0.048466;51.535801;1;3;2;1;24/07/2020;6;21:30:00;4;E09000012;E09000012;6;0;9;20;99;9;6;0;9;9;4;8;9;0;0;1;3;2;E01001836;10;30
2.02E+12;2020;10268516;534816;186342;-0.056555;51.559856;1;3;2;1;24/07/2020;6;21:30:00;4;E09000012;E09000012;3;107;6;20;3;4;6;0;9;9;7;8;1;0;0;1;3;2;E01001770;10;30
2.02E+12;2020;10258508;536381;177319;-0.037482;51.478397;1;3;2;1;24/07/2020;6;21:39:00;7;E09000023;E09000023;4;207;6;30;6;2;6;0;0;5;4;1;1;0;0;1;1;2;E01003300;10;30
2.02E+12;2020;10258391;533995;183113;-0.069619;51.531035;1;2;2;1;24/07/2020;6;21:58:00;5;E09000012;E09000012;3;1208;6;20;3;2;4;108;0;5;4;1;1;0;0;1;1;2;E01001774;10;30
2.02E+12;2020;10258392;541015;178757;0.029777;51.490184;1;3;2;1;24/07/2020;6;22:03:00;6;E09000011;E09000011;5;0;1;30;1;4;3;2052;0;8;4;1;1;0;0;1;1;2;E01001666;11;30
2.02E+12;2020;10258365;542546;188404;0.055716;51.576485;1;3;2;2;24/07/2020;6;22:25:00;14;E09000026;E09000026;3;12;3;50;3;4;6;0;0;0;4;1;1;0;0;1;1;2;E01003676;11;30
2.02E+12;2020;10258420;546556;174433;0.10774;51.449922;1;3;2;1;24/07/2020;6;22:45:00;18;E09000004;E09000004;3;210;6;30;0;-1;0;-1;0;9;1;1;1;0;0;1;3;2;E01000347;11;30
2.02E+12;2020;10258371;534915;185929;-0.055286;51.556121;1;3;1;1;24/07/2020;6;23:00:00;4;E09000012;E09000012;3;107;6;20;3;2;3;104;0;5;4;1;1;0;0;1;1;2;E01001794;11;30
2.02E+12;2020;10258373;543555;183955;0.068453;51.536252;1;3;2;4;24/07/2020;6;23:02:00;16;E09000002;E09000002;3;124;1;30;1;4;3;406;0;4;4;1;1;0;0;1;1;2;E01000008;11;30
2.02E+12;2020;10258400;549061;183599;0.147631;51.531628;1;3;2;1;24/07/2020;6;23:12:00;16;E09000002;E09000002;3;1306;3;40;6;2;5;0;0;5;4;1;1;0;0;1;1;2;E01000095;11;30
2.02E+12;2020;10258386;548210;180426;0.134039;51.503341;1;3;1;1;24/07/2020;6;23:30:00;18;E09000004;E09000004;3;2016;3;50;0;-1;0;-1;0;0;4;1;1;0;0;2;1;2;E01000466;11;30
2.02E+12;2020;10258396;535653;197495;-0.040176;51.659878;1;3;4;1;25/07/2020;7;01:05:00;32;E09000010;E09000010;6;0;6;30;6;4;6;0;0;0;4;1;1;0;0;1;1;2;E01001436;0;30
2.02E+12;2020;10259443;527777;175560;-0.161945;51.464596;1;2;2;1;25/07/2020;7;03:00:00;10;E09000032;E09000032;3;3220;6;30;6;2;3;3036;9;9;4;9;1;9;9;1;3;2;E01004585;1;30
2.02E+12;2020;10259433;533181;190567;-0.078527;51.598212;1;3;2;1;25/07/2020;7;03:42:00;31;E09000014;E09000014;3;109;6;30;3;4;5;0;0;8;4;1;1;0;0;1;1;2;E01001977;1;30
2.02E+12;2020;10258394;541382;169812;0.031488;51.409712;1;3;1;1;25/07/2020;7;04:13:00;19;E09000006;E09000006;5;0;6;30;3;4;6;0;0;0;4;1;1;0;0;1;1;2;E01000653;2;30
2.02E+12;2020;10258401;530000;175608;-0.129944;51.464522;1;2;1;1;25/07/2020;7;05:05:00;9;E09000022;E09000022;4;221;2;20;7;4;6;0;0;0;1;1;1;0;0;1;1;2;E01003090;2;30
